time,motion,volume,stillness_score,label
09:13:07.974,0.898048,0.00015386032464448363,0.10193631363218189,‘›‚ª‚µ‚¢
09:13:08.223,0.341407,1.0741391633928288e-05,0.6585859257946596,’†ŠÔ
09:13:08.445,0.681874,1.1469055607449263e-06,0.3181256351395216,‘›‚ª‚µ‚¢
09:13:08.701,0.656754,3.825276451152604e-07,0.343245868698916,‘›‚ª‚µ‚¢
09:13:09.016,0.939317,3.845539140456822e-07,0.060682976664114874,‘›‚ª‚µ‚¢
09:13:09.363,0.167326,3.2850218190105807e-07,0.8326737264647742,ÃŽâ
09:13:09.722,0.932033,4.935412221129809e-07,0.06796696645548375,‘›‚ª‚µ‚¢
09:13:09.989,1.0,3.2985127518259105e-07,0.0,‘›‚ª‚µ‚¢
09:13:10.230,0.542798,6.162369390949607e-05,0.4571738255238972,’†ŠÔ
09:13:10.449,1.0,0.00022496699239127338,0.0,‘›‚ª‚µ‚¢
