time,motion,volume,stillness_score,label
20:40:45.952,0.173898,0.0003888837236445397,0.8257807423781298,Silent
20:40:48.044,1.0,0.001421110238879919,0.0,Noisy
20:40:48.233,1.0,0.0013406140496954322,0.0,Noisy
20:40:48.405,1.0,0.0013897890457883477,0.0,Noisy
20:40:48.569,1.0,0.0016780634177848697,0.0,Noisy
20:40:48.754,0.11873,0.001288341823965311,0.880134623000794,Silent
20:40:48.925,0.450635,0.001282645738683641,0.548660359323768,Neutral
20:40:49.098,0.119518,0.0014395196922123432,0.8792145288223615,Silent
20:40:49.269,0.116337,0.0017648956272751093,0.8821034270353152,Silent
20:40:49.488,0.161585,0.0011307545937597752,0.8374669583872729,Silent
20:40:49.646,0.191809,0.0013567315181717277,0.8070945017975972,Silent
20:40:49.818,0.77783,5.5486449127784e-05,0.22215767257559726,Noisy
20:40:49.992,0.623711,0.0004080444050487131,0.3761354573788686,Noisy
